"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Burundi","1995","Not applicable","Not applicable","Percent","5.01511"
"Burundi","1994","Not applicable","Not applicable","Percent","4.56527"
"Burundi","1992","Not applicable","Not applicable","Percent","3.80585"
"Burundi","1991","Not applicable","Not applicable","Percent","3.49366"
"Burundi","1990","Not applicable","Not applicable","Percent","3.35933"
"Burundi","1981","Not applicable","Not applicable","Percent","3.34676"
"Burundi","1979","Not applicable","Not applicable","Percent","2.80336"
"Cambodia","2010","Not applicable","Not applicable","Percent","2.60388"
"Cambodia","2007","Not applicable","Not applicable","Percent","1.5993"
"Cambodia","2004","Not applicable","Not applicable","Percent","1.71982"
"Cambodia","2002","Not applicable","Not applicable","Percent","1.71121"
"Cambodia","2001","Not applicable","Not applicable","Percent","1.72403"
"Cambodia","2000","Not applicable","Not applicable","Percent","1.66681"
"Cambodia","1998","Not applicable","Not applicable","Percent","1.25907"
"Cameroon","2013","Not applicable","Not applicable","Percent","3.02834"
"Cameroon","2012","Not applicable","Not applicable","Percent","2.96539"
"Cameroon","2011","Not applicable","Not applicable","Percent","3.05291"
"Cameroon","2010","Not applicable","Not applicable","Percent","3.31319"
"Cameroon","2009","Not applicable","Not applicable","Percent","3.46009"
"Cameroon","2008","Not applicable","Not applicable","Percent","2.95686"
"Cameroon","2007","Not applicable","Not applicable","Percent","3.36625"
"Cameroon","2006","Not applicable","Not applicable","Percent","2.95568"
"Cameroon","2005","Not applicable","Not applicable","Percent","3.12323"
"Cameroon","2004","Not applicable","Not applicable","Percent","3.32991"
"Cameroon","2003","Not applicable","Not applicable","Percent","3.30182"
"Cameroon","2001","Not applicable","Not applicable","Percent","2.60995"
"Cameroon","2000","Not applicable","Not applicable","Percent","1.93258"
"Cameroon","1992","Not applicable","Not applicable","Percent","2.751"
"Cameroon","1991","Not applicable","Not applicable","Percent","3.22023"
"Cameroon","1990","Not applicable","Not applicable","Percent","3.2871"
"Cameroon","1989","Not applicable","Not applicable","Percent","2.64896"
"Cameroon","1988","Not applicable","Not applicable","Percent","2.71473"
"Cameroon","1987","Not applicable","Not applicable","Percent","2.93091"
"Cameroon","1986","Not applicable","Not applicable","Percent","2.84834"
"Cameroon","1984","Not applicable","Not applicable","Percent","3.24637"
"Cameroon","1983","Not applicable","Not applicable","Percent","3.49689"
"Cameroon","1982","Not applicable","Not applicable","Percent","2.98497"
"Canada","2011","Not applicable","Not applicable","Percent","5.27246"
"Canada","2010","Not applicable","Not applicable","Percent","5.37116"
"Canada","2009","Not applicable","Not applicable","Percent","4.87313"
"Canada","2008","Not applicable","Not applicable","Percent","4.66087"
"Canada","2007","Not applicable","Not applicable","Percent","4.79737"
"Canada","2005","Not applicable","Not applicable","Percent","4.80467"
"Canada","2002","Not applicable","Not applicable","Percent","5.03578"
"Canada","2001","Not applicable","Not applicable","Percent","4.98865"
"Canada","2000","Not applicable","Not applicable","Percent","5.45619"
"Canada","1999","Not applicable","Not applicable","Percent","5.55329"
"Canada","1998","Not applicable","Not applicable","Percent","5.5274"
"Canada","1995","Not applicable","Not applicable","Percent","6.34796"
"Canada","1994","Not applicable","Not applicable","Percent","6.70718"
"Canada","1993","Not applicable","Not applicable","Percent","7.7335"
"Canada","1992","Not applicable","Not applicable","Percent","6.79398"
"Canada","1991","Not applicable","Not applicable","Percent","6.90657"
"Canada","1990","Not applicable","Not applicable","Percent","6.00705"
"Canada","1989","Not applicable","Not applicable","Percent","6.11443"
"Canada","1988","Not applicable","Not applicable","Percent","6.2092"
"Canada","1987","Not applicable","Not applicable","Percent","6.35449"
"Canada","1986","Not applicable","Not applicable","Percent","6.0741"
"Canada","1985","Not applicable","Not applicable","Percent","6.23894"
"Canada","1984","Not applicable","Not applicable","Percent","6.6485"
"Canada","1983","Not applicable","Not applicable","Percent","6.88161"
"Canada","1982","Not applicable","Not applicable","Percent","6.52908"
"Canada","1981","Not applicable","Not applicable","Percent","6.44042"
"Canada","1980","Not applicable","Not applicable","Percent","6.49456"
"Canada","1979","Not applicable","Not applicable","Percent","6.72499"
"Canada","1978","Not applicable","Not applicable","Percent","7.10849"
"Canada","1977","Not applicable","Not applicable","Percent","6.7438"
"Canada","1976","Not applicable","Not applicable","Percent","6.73124"
"Canada","1975","Not applicable","Not applicable","Percent","6.45278"
"Cape Verde","2013","Not applicable","Not applicable","Percent","5.03693"
"Cape Verde","2011","Not applicable","Not applicable","Percent","5.04361"
"Cape Verde","2010","Not applicable","Not applicable","Percent","5.56729"
"Cape Verde","2009","Not applicable","Not applicable","Percent","5.30896"
"Cape Verde","2008","Not applicable","Not applicable","Percent","5.518"
"Cape Verde","2007","Not applicable","Not applicable","Percent","5.40755"
"Cape Verde","2006","Not applicable","Not applicable","Percent","6.5296"
"Cape Verde","2004","Not applicable","Not applicable","Percent","7.47664"
"Cape Verde","2002","Not applicable","Not applicable","Percent","7.87682"
"Cape Verde","1999","Not applicable","Not applicable","Percent","6.80168"
"Cape Verde","1998","Not applicable","Not applicable","Percent","6.39177"
"Central African Republic","2011","Not applicable","Not applicable","Percent","1.22862"
"Central African Republic","2010","Not applicable","Not applicable","Percent","1.20455"
"Central African Republic","2009","Not applicable","Not applicable","Percent","1.30356"
"Central African Republic","2008","Not applicable","Not applicable","Percent","1.29002"
"Central African Republic","2007","Not applicable","Not applicable","Percent","1.31289"
"Central African Republic","2006","Not applicable","Not applicable","Percent","1.40242"
"Central African Republic","2005","Not applicable","Not applicable","Percent","1.63638"
"Central African Republic","2004","Not applicable","Not applicable","Percent","1.62453"
"Central African Republic","2003","Not applicable","Not applicable","Percent","1.5398"
"Central African Republic","2002","Not applicable","Not applicable","Percent","1.51957"
"Central African Republic","2000","Not applicable","Not applicable","Percent","1.61265"
"Central African Republic","1999","Not applicable","Not applicable","Percent","1.69002"
"Central African Republic","1991","Not applicable","Not applicable","Percent","2.27631"
"Central African Republic","1990","Not applicable","Not applicable","Percent","2.2442"
"Central African Republic","1987","Not applicable","Not applicable","Percent","2.54805"
"Central African Republic","1986","Not applicable","Not applicable","Percent","2.20775"
"Central African Republic","1978","Not applicable","Not applicable","Percent","3.17053"
"Chad","2013","Not applicable","Not applicable","Percent","2.85071"
"Chad","2011","Not applicable","Not applicable","Percent","2.2579"
"Chad","2010","Not applicable","Not applicable","Percent","1.98194"
"Chad","2009","Not applicable","Not applicable","Percent","2.31174"
"Chad","2005","Not applicable","Not applicable","Percent","1.69477"
"Chad","2004","Not applicable","Not applicable","Percent","1.59295"
"Chad","2001","Not applicable","Not applicable","Percent","2.42614"
"Chad","2000","Not applicable","Not applicable","Percent","2.64671"
"Chad","1999","Not applicable","Not applicable","Percent","3.22786"
"Chad","1998","Not applicable","Not applicable","Percent","1.64903"
"Chad","1997","Not applicable","Not applicable","Percent","2.27335"
"Chile","2013","Not applicable","Not applicable","Percent","4.55744"
"Chile","2012","Not applicable","Not applicable","Percent","4.57408"
"Chile","2011","Not applicable","Not applicable","Percent","4.06808"
"Chile","2010","Not applicable","Not applicable","Percent","4.18121"
"Chile","2009","Not applicable","Not applicable","Percent","4.24129"
"Chile","2008","Not applicable","Not applicable","Percent","3.79267"
"Chile","2007","Not applicable","Not applicable","Percent","3.22353"
"Chile","2006","Not applicable","Not applicable","Percent","3.02381"
"Chile","2005","Not applicable","Not applicable","Percent","3.22508"
"Chile","2004","Not applicable","Not applicable","Percent","3.48845"
"Chile","2003","Not applicable","Not applicable","Percent","3.8516"
"Chile","2002","Not applicable","Not applicable","Percent","4.00947"
"Chile","2000","Not applicable","Not applicable","Percent","3.70598"
"Chile","1999","Not applicable","Not applicable","Percent","3.84052"
"Chile","1998","Not applicable","Not applicable","Percent","3.43289"
"Chile","1997","Not applicable","Not applicable","Percent","3.09043"
"Chile","1996","Not applicable","Not applicable","Percent","2.88004"
"Chile","1995","Not applicable","Not applicable","Percent","2.64011"
"Chile","1994","Not applicable","Not applicable","Percent","2.59627"
"Chile","1993","Not applicable","Not applicable","Percent","2.46387"
"Chile","1990","Not applicable","Not applicable","Percent","2.36103"
"Chile","1987","Not applicable","Not applicable","Percent","3.00609"
"Chile","1981","Not applicable","Not applicable","Percent","5.19505"
"Chile","1980","Not applicable","Not applicable","Percent","4.44413"
"Chile","1979","Not applicable","Not applicable","Percent","3.66278"
"Chile","1978","Not applicable","Not applicable","Percent","3.18819"
"Chile","1975","Not applicable","Not applicable","Percent","3.79159"
"China","1999","Not applicable","Not applicable","Percent","1.89593"
"China","1998","Not applicable","Not applicable","Percent","1.85111"
"China","1996","Not applicable","Not applicable","Percent","1.85964"
"China","1995","Not applicable","Not applicable","Percent","1.84825"
"China","1994","Not applicable","Not applicable","Percent","1.993"
"China","1993","Not applicable","Not applicable","Percent","1.6648"
"China","1992","Not applicable","Not applicable","Percent","1.66228"
"China","1988","Not applicable","Not applicable","Percent","1.77345"
"China","1987","Not applicable","Not applicable","Percent","1.81504"
"China","1986","Not applicable","Not applicable","Percent","2.07502"
"China","1985","Not applicable","Not applicable","Percent","2.02126"
"China","1984","Not applicable","Not applicable","Percent","2.01306"
"China","1983","Not applicable","Not applicable","Percent","2.09268"
"China","1982","Not applicable","Not applicable","Percent","2.04988"
"China","1981","Not applicable","Not applicable","Percent","1.96382"
"China","1980","Not applicable","Not applicable","Percent","1.92701"
"China","1979","Not applicable","Not applicable","Percent","2.16535"
"China","1978","Not applicable","Not applicable","Percent","1.97414"
"China","1977","Not applicable","Not applicable","Percent","1.77582"
"China","1976","Not applicable","Not applicable","Percent","1.84428"
"China","1975","Not applicable","Not applicable","Percent","1.73256"
"Colombia","2014","Not applicable","Not applicable","Percent","4.6708"
"Colombia","2013","Not applicable","Not applicable","Percent","4.9049"
"Colombia","2012","Not applicable","Not applicable","Percent","4.38531"
"Colombia","2011","Not applicable","Not applicable","Percent","4.45981"
"Colombia","2010","Not applicable","Not applicable","Percent","4.82616"
"Colombia","2009","Not applicable","Not applicable","Percent","4.74743"
"Colombia","2008","Not applicable","Not applicable","Percent","3.9098"
"Colombia","2007","Not applicable","Not applicable","Percent","4.0587"
"Colombia","2006","Not applicable","Not applicable","Percent","3.89332"
"Colombia","2005","Not applicable","Not applicable","Percent","3.99501"
"Colombia","2004","Not applicable","Not applicable","Percent","4.07935"
"Colombia","2003","Not applicable","Not applicable","Percent","4.32514"
"Colombia","2002","Not applicable","Not applicable","Percent","4.26813"
"Colombia","2001","Not applicable","Not applicable","Percent","3.70868"
"Colombia","2000","Not applicable","Not applicable","Percent","3.51121"
"Colombia","1999","Not applicable","Not applicable","Percent","4.4408"
"Colombia","1998","Not applicable","Not applicable","Percent","3.92644"
"Colombia","1989","Not applicable","Not applicable","Percent","2.70525"
